Unlabeled Text,ID,Section,Beni,Me,Vaibhav,Sodiq,Michael,User 6,User 7 ,User 8,Mode,Agreement,,,Fleiss's Kappa ,
"Commander, it would serve us both best if your platoon would work site security. My team has a system in place to efficiently hand out supplies and ensure everyone is taken care of. Since we have not brought your team up to speed on the system, their help is currently slowing down the process. We really need your team to work security.",3HRMW88U16Q6T8BHYV3MA3B6X9GM07,15,,3,,2,,,,,#N/A,-0.3333333333,2,,,
please work with our american team so we may all benefit from a smoothe operation.,3JAOYWH7VI44JKH9YFL031XA08K9L4,15,,3,,3,,,,,3,-0.5,2,,,
"We could really use your help in security, would you put the supplies back in the aid station and go work security for me.",3JJVG1YBEBX95OTL4CJPDIW32IKB5P,15,,3,,3,,,,,3,-0.5,2,,,
"I am very appreciative that your team is willing to help pass out supplies, but since they aren't following our established protocols, it is causing more problems than help.",3JW0YLFXRTGV6A6GV42UQWM1WG7WW8,15,,1,,1,,,,,1,0.1666666667,2,,,
"Sir, I feel that the efforts of our crews would be most beneficial to these refugees in need if the Chinese team worked security and the American team distributed the supplies. We have learned from experience that these aid stations work best with a certain organization. It is very important that we establish security as a part of this process. If you do not feel that your team can handle the security then I will have my team split up and we can each work both sides; security and distribution.",3KAKFY4PGU2GEHKNW3NDK82WJCC3IZ,15,,1,,3,,,,,#N/A,-0.3333333333,2,,,
"In order to help the most people, we need to run this station efficiently. I know that your team is highly trained in security, so why doesn't your tema provide security and the American team can hand out supplies?",3MYYFCXHJ37N0MXW6TST91HMIZD4GQ,15,,1,,1,,,,,1,0.1666666667,2,,,
You guys put the supplies back. And get to work on security. That was the original plan and we are sticking to it.,3NLZY2D53PPABJYVFHWMPWNZA8JLQX,15,,3,,3,,,,,3,-0.5,2,,,
We are grateful for help but things are getting to crowded and unorganized.,3NLZY2D53PPABJYVFHWMPWNZA8KLQY,15,,1,,2,,,,,#N/A,-0.1666666667,2,,,
"As part of our responsibility in the station, our team would like to coordinate the supply distribution. We it be possible for your team to focus on the security?",3Q5C1WP23M18SQBT2FQ076JUG6P15S,15,,3,,2,,,,,#N/A,-0.3333333333,2,,,
Can we agree to share the duties of returning the supplies to the aid station? After the supplies are returned your soliders would be best suited serving the mission on secuirty detail. Thank you for yout understanding,3QRYMNZ7FYHDRZT88Y6W7T2BZAINTF,15,,3,,2,,,,,#N/A,-0.3333333333,2,,,
"Sir, we need site security. Let my guys work the aid station and distribute supplies while your soldiers keep this place organized and secure.",3R6P78PK7KB7H7CMLUT1H9TEYYTGTX,15,,3,,2,,,,,#N/A,-0.3333333333,2,,,
We will just work around you guys,3RWE2M8QWHACBQWHAWIMNI062ZIN00,15,,2,,3,,,,,#N/A,-0.3333333333,2,,,
Commander: your men look pretty good! We've already got the ball rolling here. Let's get all the supplies in the aid station so we can make sure everybody who needs them gets them. And I'd appreciate you and your men taking care of security. And let's you and I have some tea later.,3RWE2M8QWHACBQWHAWIMNI062ZPN07,15,,1,,1,,,,,1,0.1666666667,2,,,
I would love it if your team could work security. I know that they would be better at it then my team.,3SKRO2GZ71RBA9WW92U69V2CDWL1KE,15,,1,,2,,,,,#N/A,-0.1666666667,2,,,
"Hey, we apreciate all of your extra help with passing out supplies, but right now I need you to get back to site security and once we re access the situation we may need to bring you back to help pass out supplies, if that is okay.",3SKRO2GZ71RBA9WW92U69V2CDWMK1Y,15,,1,,1,,,,,1,0.1666666667,2,,,
It might be better if your team handed off the supplies to others and work security instead.,3TXD01ZLD4H654YRQYHADGIDR704UY,15,,3,,2,,,,,#N/A,-0.3333333333,2,,,
I would appreciate if your army could bring back the supplies. I will have my team delegate and take responsibility of the aid station that way your army can focus on security.,3U0SRXB7CD50BKGG49117E1TBPLRN6,15,,3,,2,,,,,#N/A,-0.3333333333,2,,,
All the supplies need to be taken back to the aid station immediately. The supplies must be handed out securely and only when they are really needed.,3U5JL4WY5K9YM8SMV3SXXNHHLPF4XO,15,,3,,3,,,,,3,-0.5,2,,,
Could you help me out here for a bit by having your folks work security until we get things organized?,3V5Q80FXIXRC3W6L702LXSVFUGE32N,15,,3,,3,,,,,3,-0.5,2,,,
Myself and my soldiers are in command of the supply aid station while the supplies are bieng distributed. These are the orders passed down to me. Will you please have you soldiers run security threw this operation.,3Y9N9SS8LYBZ66414PM2TBMJR74D37,15,,3,,3,,,,,3,-0.5,2,,,
Put the supplies back. Your job is to work site security.,3YMTUJH0DSGR5RJ2QTR08KWB8TKT4N,15,,3,,3,,,,,3,-0.5,2,,,
It is imperative that I have your men work security while we pass out supplies to keep everything running smoothly in this operation,3Z3ZLGNNSIUTVF869BSMTATIAMTQ3P,15,,3,,2,,,,,#N/A,-0.3333333333,2,,,
Your help is needed in putting the supplies back to the aid station.,3ZSANO2JCF70O73CLAITPJXGV0LSFR,15,,3,,3,,,,,3,-0.5,2,,,
I appreciate your hard working passing out the supplies. We are in desperate need of your team to handle security if you'd like we can gather up the supplies to return to the aid station together so that your team will be available to focus on securing the area.,31Q0U3WYDPFNFUPCQ85X5QXQ7CK71D,16,,1,,1,,,,,1,0.1666666667,2,,,
"Having the Chinese soldiers work site security is the best way that they can help. I need them to do that, and I need the supplies to go back to the aid station.",31QTRG6Q2TD9B64FYJ6NJZZLERYYP8,16,,1,,1,,,,,1,0.1666666667,2,,,
Thank you for your help. I believe that it would be best if you could work security. We can handle the supplies part.,338JKRMM26ZG278OZ0K274FNP9OHAF,16,,1,,1,,,,,1,0.1666666667,2,,,
"Sir, I appreciate that you and your team are helping to pass out the supplies, but I feel we have more than enough people in the station at the moment. Perhaps it would be best if your team work security for us to make sure we all stay safe?",33FBRBDW6OZB2B4TGAMN0MCCMTH8CR,16,,1,,1,,,,,1,0.1666666667,2,,,
"I'm sorry, but you guys gotta work security. Or we are going have a total mess on our hands.",34T446B1C0ETKMZQL698776U3V70CY,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
i need you to work security that is the best,354P56DE9K3N9EO63RKH1RKZXCX7SX,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
I would go to my superior commanding officer and advise him to say something peacefully.,3570Y55XZPJ3YTBGV0G0PQLTD0CYG5,16,,e,,e,,,,,#N/A,-0.5,2,,,
"I appreciate your help in this situation, but what would help both of us the most is if you would consider working site security.",36DSNE9QZ5Y1VHXFXJS5KCF7RIWJOL,16,,1,,1,,,,,1,0.1666666667,2,,,
The best way we can get support from your troops is if the Chinese team manages site security.,37Z929RLG98A7CLDGUNI6NCHM9NTSU,16,,1,,1,,,,,1,0.1666666667,2,,,
I would let them know that the aid station is fully staffed at this point but that there are many security concerns that we need help with. Seeing as they are trained in security and have the staffing resources available we would greatly appreciate their help in that area.,37ZHEEHM6WMJPX3RDCJGTJCN5WY735,16,,e,,e,,,,,#N/A,-0.5,2,,,
I think it will benefit us to let them do their job,392CY0QWG1R1WD3RWHSWUDU2XC54II,16,,e,,e,,,,,#N/A,-0.5,2,,,
"Captain, I think this effort will work most efficiently if you could have your team work security and my men will hand out the supplies.",39RP059MEHT7DVERWB0BUK7POD6MBM,16,,1,,1,,,,,1,0.1666666667,2,,,
"Commander, If you would like to have your army continue working at the aid station, I will have my team distribute while your team packs the supplies. We can be more efficient this way.",3AAPLD8UCCHLH37X50BJ295FDY7HTY,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
Thank you for coming down. Our team has a system in place for tracking and distributing the supplies but it would be really helpful if your team could handle security. Could you help us get the supplies back into the aid station and then deploy your team for the security detail?,3ATTHHXXWAOSUFR1GSU1ROR0Q7AXIQ,16,,1,,1,,,,,1,0.1666666667,2,,,
I think it would be better if you and your soldiers helped out by working security rather then handing out these supplies.,3B1NLC6UGZW9PFJF4DKHCZSH9VAPG3,16,,1,,1,,,,,1,0.1666666667,2,,,
"Team Leader, I appreciate your team's enthusiasm, but I need your team to focus on the security of this project.  We need a strong group such as yours to ensure that order is maintained while my distribution team that I trained dispenses supplies.",3DEL4X4EL6LEKF66KAG4DCLOGQ7XYV,16,,1,,1,,,,,1,0.1666666667,2,,,
I would tell the captain that having them work security is the best way for them to help right now.,3DY46V3X3PI7G8CC32SCAWWBSMU55E,16,,1,,e,,,,,#N/A,-0.3333333333,2,,,
"We are getting some mix-ups with the refugee supplies, perhaps your men working site security and ours working aid would making things run more smoothly?",3FK0YFF9PZG5CW66FKS2ISK9IYXVVH,16,,1,,1,,,,,1,0.1666666667,2,,,
The best way for you to help right now is to work site security.,3IAS3U3I0FGH6RAYMTHRFBTRI8PB2K,16,,1,,2,,,,,#N/A,-0.1666666667,2,,,
They can work security but only pack supplies for,3J4Q2Z4UTY3QMDAUJV3OY74F8FNQWV,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
You need to tell the officer to take control of his team and get them to work safely and properly if not then they need to be put on a job that they can handle or you will not have the supplies you need in order to properly do what needs to be done and it can turn into a situation that you can no longer controle.,3JMSRU9HQIUOALKKKU3SIOWNI3WEVW,16,,e,,e,,,,,#N/A,-0.5,2,,,
Stay in site security and do nothing else please.,3K5TEWLKGVB0QQM6GDTJ33UFAW2VIL,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
i would like to ask the captain about Chinese to work site security,3K9FOBBF2HJP8ML3ZP45L2SU5XUNLA,16,,e,,e,,,,,#N/A,-0.5,2,,,
What would really be helpful is if your team could man the security.  This would make the most out of your skill set.,3L0KT67Y8EG6OYK7Q0AHE44W1B6YSP,16,,1,,1,,,,,1,0.1666666667,2,,,
"Hey, let's split up your force and have half of them work security and the other half pack supplies.",3LJ7UR74RHDTAEEITX5OZLQJJB14N0,16,,?,,2,,,,,#N/A,-0.3333333333,2,,,
Security has a shortage in thework force todayand theywere wondering if you could help out.,3LJ7UR74RHDTAEEITX5OZLQJJBZN4H,16,,1,,2,,,,,#N/A,-0.1666666667,2,,,
We have the supplies distribution coordinated with our team. It would be great if your team could provide site security to keep things moving smoothly.,3LPW2N6LKT2O1N2R430KI8ORR3OU5M,16,,1,,1,,,,,1,0.1666666667,2,,,
"captain if you could please have your soldiers pack the supplies as well as provide security, my soldiers will then prioritize and distribute them. i believe that this will be the most effective way to accomplish the mission.",3LUY3GC63Z0QWM8EBAGN6MFOASSP71,16,,1,,2,,,,,#N/A,-0.1666666667,2,,,
I think the easiest way to step lightly in this situation would be to ask the Chinese to work the site security because they have (insert compliment here) better security measures. The U.S. can do the work of handing out the supplies so they don't need to worry about it.,3NGI5ARFTT5CL0TCMUZE5COB76R1PF,16,,e,,e,,,,,#N/A,-0.5,2,,,
I would tell the captain to only engage in packing of the supplies  and allow my soldiers to distribute them out,3NJM2BJS4W6W833A2ROYM872B3KCPI,16,,e,,e,,,,,#N/A,-0.5,2,,,
Thank you so very much for being willing to help work the site security today. We truly need your expertise on the security detail and we'll take care of the distribution of the supplies in the aid station. Besides we've already set up and have a routine worked out. Thank you for making that possible.,3NPI0JQDAO5DUK5LODJOBI76ZPITPG,16,,1,,1,,,,,1,0.1666666667,2,,,
It is best if you can work security.,3OS4RQUCR9F17LMAAOWYZUNGRCVBF5,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
The best way to help is have your team keep security,3PIWWX1FJJ6NU66IH600CGYLSOMJJ2,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
We really need you to cover security. This is the most important task.,3PPTZCWALQKUG8FZUINVXBYXPHPQZJ,16,,1,,2,,,,,#N/A,-0.1666666667,2,,,
"Hey captain, I think Chinese will do great in site security, but if they want, they can also help in aid station in packing supplies which then your soldiers can hand out.",3PWWM24LHSYY4TCRJHXHO93QA2482I,16,,1,,1,,,,,1,0.1666666667,2,,,
This isn't working guys. Your team is not handing out supplies in an efficient way. The best way you can help is to let us hand out supplies and you can work security.,3Q5C1WP23M18SQBT2FQ076JUG6R51Y,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
"When you working cooperatively with the Chinese military, you need to treat them as your partner, discuss with them.  Respect them first, you get more.",3QFUFYSY9YFHMM11V9MBRGHAHKG4FU,16,,e,,e,,,,,#N/A,-0.5,2,,,
Working for security would really be the best way to help us. You can also help in the aid station with packing supplies. My soldiers will hand them out.,3SPJ0334213DPV1H3613M3D95SSYJ8,16,,1,,1,,,,,1,0.1666666667,2,,,
"Hey, my guys are pretty good at handing out the supplies here, but I don't think they're that strong on the physical security. Do you think your men would do well in that role? I'd really appreciate it.",3SPJ0334213DPV1H3613M3D95SUYJA,16,,1,,2,,,,,#N/A,-0.1666666667,2,,,
"Captain, I need your men to help back the supplies here at the aid station and run security while my men pass out supplies so we have all the basis covered.",3TK8OJTYM1LS7C9AT8J3C0VRWAZPVT,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
"What are your thoughts on on a team effort in supply distribution, with your team packing up supplies while we hand them out? Also would it possible for your team to work on security as well?",3URFVVM165IM81MGBR707CVMS2UUZR,16,,1,,1,,,,,1,0.1666666667,2,,,
"Captain, site security is critical in this operation so can your team take charge of the site security?",3VE8AYVF8MXI5NO37CCO8SXFJ6BF8B,16,,1,,1,,,,,1,0.1666666667,2,,,
We want to have control over how much of the supplies we hand out. Please stick to packing supplies. I will have the US team hand out the supplies so we can keep track of how many we give out.,3WI0P0II61SRP8P3FFNYB9PZXLHRDM,16,,1,,3,,,,,#N/A,-0.3333333333,2,,,
"I would tell him that the supplies need to be handled carefully so they can either just do security or do security and some can help with packing the supplies, and the soldiers will hand them out.",3WLEIWSYHOHRX4DKMLRN1MWPDLVH27,16,,1,,e,,,,,#N/A,-0.3333333333,2,,,
Your assistance will be the most effective if you have your team help with working security although having some of your team assisting with packing the supplies would also be helpful. .,3WQQ9FUS6AUSS6CN2AQSP26U48H8BK,16,,1,,1,,,,,1,0.1666666667,2,,,
"Captain, we are here to help you help your people in the best way possible. I feel that these refugees would benefit most if we worked in an orderly fashion. Do you think you and your team can handle security while me and my team pass out the supplies?",3Y5140Z9DXGNL6PAU1KKXB5XO82PIV,16,,1,,2,,,,,#N/A,-0.1666666667,2,,,
I would tell the Chinese leader that the packets are not the necessity that the security is the main worry right now and I need him and his team to take the lead on that immediately.,3Y9N9SS8LYBZ66414PM2TBMJR743DX,16,,e,,e,,,,,#N/A,-0.5,2,,,
"Captain I appreciate your help and the help of your soldiers handing out these supplies and you are doing a great job, but perhaps you may have a way to distribute these supplies more evenly and fairly. If you do not then let us work together to come up with a way to accomplish that task.",3Z2R0DQ0JHEFDUMIWKJHGJZCL532EC,16,,1,,2,,,,,#N/A,-0.1666666667,2,,,
"We appreciate the Chinese team doing double duty with both passing out supplies and doing site security, but their priority needs to be site security and once that is taken care of then we would love the help packing supplies, if they are up for it.",3Z7ISHFUH0VOA4F38O6VBKDXVB68ZT,16,,1,,1,,,,,1,0.1666666667,2,,,
"Captain, may I offer a suggestion? Your people are trained better to keep us secure, and we are trained on efficient allocation of supplies. Can we work together?",3ZDAD0O1T1DI3T7CA4T55VT91OSTX5,16,,1,,1,,,,,1,0.1666666667,2,,,
"Is there anything we are doing, in taking charge of the aid station, that you feel we are doing incorrectly or would change?  I will consider suggestions from you because it is really important that we work together and focus on the goal which is to pass out supplies in an efficient and safe manner.   It is crucial to the mission that your team does site security and the US team has been trained specifically for this mission.  Are you willing to jeopardize the mission just to have greater exposure and/or get more credit?",32Z9ZLUT1LK54B2P9JPK8ZZSEQPHOB,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Sir as a guest in your homeland I insist on treating you equally as well, my only concern is my only concern is mission success. Meanwhile, I would make sure my men were in charge of security (not trusting team haphazard and probably undertrained on this one) as well I would make sure those under my command were bundling supplies AND respectfully (furtively) helping the Chinese soldiers provide a more accurate service. If the Chinese commander didn't like any of that I would be happy to see him walk, but only after politely telling him he should probably concern himself with what his commanders will think of his behavior towards their guest. Their guest of course in this instance being the United State military.",33FBRBDW6OZB2B4TGAMN0MCCMTM8CW,17,,,,e,,,,,#N/A,-0.5,1,,,
"I know we all want this to be successful, how about if we split up the duties equally?",33JKGHPFYCU9E43OZ15KLF7J52JMNA,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
Sir i can let your men hand out supplies as long as my men package them correctly and your men are careful that they do the job properly if you leave you will be hurting our mission and i would like to apologize for any issues this may cause. OR we can do this properly and your men can help package and let my men continue the work that they are doing and distribute the supplies so they can be given out in the right amount and we have enough for everyone.,345LHZDEDXSLN8FNQKCR3BQ7D7Z3U7,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
"I would explain how his leaving hurts the mission, and then offer a compromise allowing his team to pass out water and pack supplies instead.",34HJIJKLP5W6IJNRVORF92KW5E64VK,17,,,,e,,,,,#N/A,-0.5,1,,,
your team can hand out supplies,36ZN444YTRY506D9F1758B07E38IO9,17,,,,3,,,,,#N/A,-0.5,1,,,
I agree that we should all work together here. I can have half of my men assit half of yours with security and we can share the responsibilites of handing out supplies as well. I do apologize for any sense of inequality.,37U1UTWH9VMF8DTCY7CIPHBYMUM8RZ,17,,,,3,,,,,#N/A,-0.5,1,,,
"captain, if you leave we cannot complete the mission. it is vital that your soldiers ensure everyone's security while the supplies are being distributed.",37WLF8U1WPQ6HVXTF86N4RTTL72K6W,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
I will apologize and ask him to stay so that his exit will not hurt the mission,37Z929RLG98A7CLDGUNI6NCHM9RSTX,17,,,,e,,,,,#N/A,-0.5,1,,,
I would try and get him to stay by explaining that if they left it would be hurting the mission,37ZHEEHM6WMJPX3RDCJGTJCN5WX734,17,,,,e,,,,,#N/A,-0.5,1,,,
"Look I don't this mission to hurt as much as you, so I will allow few of your soldiers to help in packing supplies and pass out water, while rest of your team has to do the site security as its vital to this mission, so i hope you will cooperate.",384PI804XS19R3OMISZ8MCACPYS0SR,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
I appreciate everything you and your team are doing. You have a solid team. I do feel we could make this mission more of a success if we organized the way we handed out the supplies a little better. Do you have any ideas how we could do that? *wait for response* I think that is a great idea. What if we also set up a kind of line of supplies and each person goes through and gets one. Could you organize your team to have two men to each station? We could also rotate shifts of security and rotate the stations too.,38F71OA9GTWXQCQ71DM7DAYA3B3FM2,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I had this planned out so our officers would give out supplies, but if you wish to help I'm glad to compromise and your team can pass out the water and supplies.",39L1G8WVWQR5EBOPOW27S9LA2AX313,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
"In this situation you would not want to hurt someone's ego, as that appears as what has already happened here. Equally divide the tasks among both sides so no one feels that they are getting taken advantage of.",39LOEL67OS5NPB8ANHBM7J8IGG583U,17,,,,e,,,,,#N/A,-0.5,1,,,
"My apologies, sir, I mean no disrespect. We cannot complete this mission effectively without your men working security.",3ATTHHXXWAOSUFR1GSU1ROR0Q79IXA,17,,,,3,,,,,#N/A,-0.5,1,,,
I am sorry please do not leave. We need you for this mission.,3DR23U6WE5E9XTGVFZ3DH682LIKETK,17,,,,3,,,,,#N/A,-0.5,1,,,
It is imperative that your team help back supplies first while my men pass out these supplies. I need you to stay and help so we can get this mission accomplished successfully.,3G0WWMR1UVK0ZJ1GRUC12OROF3KQN5,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
Leaving would hurt the mission. We can pass out water and pack supplies together.,3HL8HNGX451IJS7DC4I28OSQ3CU9FV,17,,,,3,,,,,#N/A,-0.5,1,,,
I would like to request Chinese captain not to leave because it would hurt the mission.,3HQUKB7LNFEVCUG256UUOQ2R24CHHO,17,,,,e,,,,,#N/A,-0.5,1,,,
I apologize for our earlier disagreement and and while I realize you preference is that your team not participate in doing security the missions success or failure relies on your teams contribution where it's needed most.,3IFS6Q0HJIJKYY52MIOESGA8BSAIS5,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
How about we compromise? Instead of leaving I will allow your team to pass out water and also pack supplies.,3JAOYWH7VI44JKH9YFL031XA08FL9B,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
Can we divide your men up so half are working security and half are passing out water and packing supplies?,3K2755HG5S3UMIKUOKN4UKBGUX8DFF,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
Please do not leave because the team needs you.,3K4J6M3CXET22BDDFU2KM43MA9EGAI,17,,,,3,,,,,#N/A,-0.5,1,,,
"You must not leave, because it will affect the morale of your entire team. I suggest you have your troops hand out supplies to help them realize that they are a team.",3KWTYT08703LIXFXVP8JRLS8ECTL5H,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
Everyone pass out water.,3LEIZ60CDJZOO9YDDGC9BG88FHPZ9A,17,,,,3,,,,,#N/A,-0.5,1,,,
"Captain, I apologize if i came across incorrectly. We do need site security and you are best equipped. Can we reach an agreement.",3LPW2N6LKT2O1N2R430KI8ORR3RU5P,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I certainly do not want you and your team to leave because it will do nothing, but hurt the mission and we honestly could use help passing out water and pack supplies, what do you say?",3N2BF7Y2VQUH48HDW3A7GVANJQDMH4,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
I am sorry if I offended you. If you would prefer I can have your men pass out water and pack supplies instead.,3N4BPTXIO8SRJ6NUBQ4QKX79OTHKUV,17,,,,3,,,,,#N/A,-0.5,1,,,
"I am so sorry, please stay we can reconcile again.",3NOKK93PR1878AYYP4EIIK81I8UEER,17,,,,3,,,,,#N/A,-0.5,1,,,
"I would tell him that his team can assist us, but they would have to be careful when packing the supplies.",3NVC2EB65QZ24HZS0L9G6WWK9V73Y2,17,,,,e,,,,,#N/A,-0.5,1,,,
"Sir, I understand that you want you and your team to be treated as equals, however, we are really short of site security and need your help to maintain a team around the perameters. We have more than enough people in the aid station as it is, and I feel that it would benefit everyone if you had your men perform security. Our men would go, but they have been given specific instruction on passing out supplies and are already more than efficient. If this still is not what you wish to do, perhaps you would prefer to have your men pass out water and pack supplies instead? We really need your help and do not want for you to leave.",3OF2M9AATGO855H4HD3Y1PMOQBXKZL,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
These people need help from both of us and they need us to cooperate so we can give them the best help possible. How about we make two teams; one for packing and one for supply distribution. Each team can be comprised of half of my team (US military) and half of your team (Chinese military).,3OJSZ2ATDSWM3CQVRV798GA7JSR75X,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Commander, please do not leave this mission. We do need your help in this situation especially with security. If our teams work together to pass out the supplies, we would appreciate your expertise with security.",3PEIJLRY6TTAVAB659YGSF085I7WXV,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
"We should work as a team to not compromise the mission. The supplies need to be distributed correctly. We need to plan together. Meanwhile, would you mind to have your team to pass out water and pack supplies?",3PH3VY7DJLXZ05BL6RM1P0GJDIAZW0,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
i will apologize and accept to serve,3PWWM24LHSYY4TCRJHXHO93QA2982N,17,,,,e,,,,,#N/A,-0.5,1,,,
"I'm sorry, but it would be better if you stay, how about your team pass out water and pack supplies?",3QL2OFSM96IW5IRXMCB6IJ27BOFCNI,17,,,,3,,,,,#N/A,-0.5,1,,,
"You are working cooperatively with the Chinese military, but you want to be in control. The Chinese wants to be treated equally, you should have done it at first place. You do need to apologize and welcome them into the discussion how to get the job done.",3QY5DC2MXRKG3KVGAFDT4KF4GX4FUS,17,,,,e,,,,,#N/A,-0.5,1,,,
What would be most helpful is if your team could pass out the water.  It is hte most important part of this mission.,3R08VXYT7CVGGV5FNWUIYGNK3PTW71,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
I feel that it is in your best interest to say here.,3R0T90IZ1SCQVQABZ8YBSZTAACUCGB,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
I would like for you to stay and your team can finish passing out supplies while we continue to sort out more important details of the mission.,3TUI152ZZBNXLCURM7E35HELC2H1QA,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
I do not want to jeopardize the mission but if you do not cooperate properly there is no way to succeed.,3TY7ZAOG5FKB3KBEDJQ6VQJ284D0K8,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
I need you to stay so you don't hurt the mission,3UN61F00HWPWLVAA095FDX17K4IR5D,17,,,,3,,,,,#N/A,-0.5,1,,,
"Look, this situation is overwhelming for both of our nations. We have to work together if we want to resolve this crisis, so I think it's best if you keep your troops here. I would like my troops to start handing out supplies as well, so I think a good compromise between us would be to have your guys pass out water and pack supplies, and my guys will pass out food and first aid equipment.",3URFVVM165IM81MGBR707CVMS2XZUZ,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
How about you guys hand out water and pack supplies while we hand out the rest of the stuff,3VSOLARPKB9N3GRKS9H07F3T0MR39I,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
A team work is an essential component for team players to accomplish a given mission. I would retry to explain the Chinese team leader about the importance of the mission and how his team needs to handle the task.,3X1FV8S5JXRMUZGBQPTGIRHZVJ9GVD,17,,,,e,,,,,#N/A,-0.5,1,,,
We should compromise on this.  You handle the water and pack supplies distribution.,3XXU1SWE8MV5R72S1SDH1CG63SPA09,17,,,,3,,,,,#N/A,-0.5,1,,,
"Sir, I apologize, but we need your team to work security. It is extremely important and we do not need them wasting their talents. Please, we need your cooperation on this matter.",3YOH7BII097RWLCUGGEVGJ9S20XKVR,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
Please understanding the current situation; we need you here and your team to be doing site security.,3Z2R0DQ0JHEFDUMIWKJHGJZCL51E2M,17,,,,2,,,,,#N/A,-0.3333333333,1,,,
"I am sorry but your men are highly skilled at site security. My men, well they tend to suck at security. They are better at random tasks like handing out supplies.",3Z4XG4ZF48RZ59FO76IAEZXMNB9X8M,17,,,,1,,,,,#N/A,-0.3333333333,1,,,
You can come in but could you keep to the sides of the tent so we can hand out the supplies as efficiently as possible?,308Q0PEVB8D2TJ93DCONBL5IJ4LI9U,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I don't know if I should let you do this or not, but I guess I'll let you film.",30X31N5D63Q5SGM4AUW1BIMPYK5AST,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
ok I will have them come in and film.,336YQZE83VE5OFXIV19YRY7XEHKM5L,18,,,,3,,,,,#N/A,-0.5,1,,,
I am not certain that would be the best decision but we will allow them to distribute the supplies.,33FOTY3KEMLTRBK8HPD8LCP48NBC1B,18,,,,e,,,,,#N/A,-0.5,1,,,
You guys may film but please don't get in my way.,3483FV8BEEJB0FT3Q20J4V7Z47D62T,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I am concerned that filming may interfere with our operations, but will allow them to come in for now.",34J10VATJFY8LIQPUEZ9XGV7T4MQIL,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I would tell the commander that we usually frown upon allowing anyone to record video, but we will allow it just this one time.",358UUM7WRZ3B8ZOTO2KCBHF3BADR7S,18,,,,e,,,,,#N/A,-0.5,1,,,
Thank you Sir for bringing your team in for help i will assign everyone a job so things can go smoothly!,35GCEFQ6I5O2979XW7BZK35MFPE3ZW,18,,,,e,,,,,#N/A,-0.5,1,,,
"sir, although i am hesitant to allow this, i will agree to allowing the crew film operations in the aid station.",36ZN444YTRY506D9F1758B07E37OIE,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I'm not sure this is a good idea, but you guys can come on in.",386PBUZZXFXTPWUIKRCDSVBDWDRLJ6,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Okay, If you really need to do this come in, but you have to obey my rules inside.",38JBBYETQOAPG8150Y259YWA5J0E4L,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
You may come in and film.  Please stand in the rear of the aid station.,3907X2AHF05JALB85YZSAVYGZC3P2I,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
The film team may come in.,39JEC7537U19DN06O3XXS0WKXRHCVZ,18,,,,3,,,,,#N/A,-0.5,1,,,
