,data,labels
22203,Nice to meet you Commander How are you doing today sir? I look forward to working with you,101
22204,Nice to meet you I trust you are doing well today? I look forward to working with you,101
22205,Nice to meet you Captain Wang I trust you are doing well today? I look forward to working with you,101
22206,Nice to meet you Captain  I trust you are doing well today? I look forward to working with you,101
22207,Nice to meet you Commander I trust you are doing well today? I look forward to working with you,101
22208,Nice to meet you How are you and your soldiers faring today? I look forward to working with you,101
22209,Nice to meet you Captain Wang How are you and your soldiers faring today? I look forward to working with you,101
22210,Nice to meet you Captain  How are you and your soldiers faring today? I look forward to working with you,101
22211,Nice to meet you Commander How are you and your soldiers faring today? I look forward to working with you,101
22212,Nice to meet you How was your trip? I look forward to working with you,101
22213,Nice to meet you Captain Wang How was your trip? I look forward to working with you,101
22214,Nice to meet you Captain  How was your trip? I look forward to working with you,101
22215,Nice to meet you Commander How was your trip? I look forward to working with you,101
22216,Nice to meet you I hope you are well. I look forward to working with you,101
22217,Nice to meet you Captain Wang I hope you are well. I look forward to working with you,101
22218,Nice to meet you Captain  I hope you are well. I look forward to working with you,101
22219,Nice to meet you Commander I hope you are well. I look forward to working with you,101
22220,Nice to meet you how are you feeling today? I look forward to working with you,101
22221,Nice to meet you Captain Wang how are you feeling today? I look forward to working with you,101
22222,Nice to meet you Captain  how are you feeling today? I look forward to working with you,101
22223,Nice to meet you Commander how are you feeling today? I look forward to working with you,101
22224,Nice to meet you How have you been? I look forward to working with you,101
22225,Nice to meet you Captain Wang How have you been? I look forward to working with you,101
22226,Nice to meet you Captain  How have you been? I look forward to working with you,101
22227,Nice to meet you Commander How have you been? I look forward to working with you,101
22228,Nice to meet you I hope all is well with your company. I look forward to working with you,101
22229,Nice to meet you Captain Wang I hope all is well with your company. I look forward to working with you,101
22230,Nice to meet you Captain  I hope all is well with your company. I look forward to working with you,101
22231,Nice to meet you Commander I hope all is well with your company. I look forward to working with you,101
22232,Nice to meet you Is everything alright? I look forward to working with you,101
22233,Nice to meet you Captain Wang Is everything alright? I look forward to working with you,101
22234,Nice to meet you Captain  Is everything alright? I look forward to working with you,101
22235,Nice to meet you Commander Is everything alright? I look forward to working with you,101
22236,Nice to meet you How was your travel to get here? I look forward to working with you,101
22237,Nice to meet you Captain Wang How was your travel to get here? I look forward to working with you,101
22238,Nice to meet you Captain  How was your travel to get here? I look forward to working with you,101
22239,Nice to meet you Commander How was your travel to get here? I look forward to working with you,101
22240,Nice to meet you Is everything going well for you so far? I look forward to working with you,101
22241,Nice to meet you Captain Wang Is everything going well for you so far? I look forward to working with you,101
22242,Nice to meet you Captain  Is everything going well for you so far? I look forward to working with you,101
22243,Nice to meet you Commander Is everything going well for you so far? I look forward to working with you,101
22244,Nice to meet you How are you fairing? I look forward to working with you,101
22245,Nice to meet you Captain Wang How are you fairing? I look forward to working with you,101
22246,Nice to meet you Captain  How are you fairing? I look forward to working with you,101
22247,Nice to meet you Commander How are you fairing? I look forward to working with you,101
22248,Nice to meet you hope you are doing good I look forward to working with you,101
22249,Nice to meet you Captain Wang hope you are doing good I look forward to working with you,101
22250,Nice to meet you Captain  hope you are doing good I look forward to working with you,101
22251,Nice to meet you Commander hope you are doing good I look forward to working with you,101
22252,"Nice to meet you How are you fairing this morning, I look forward to working with you",101
22253,"Nice to meet you Captain Wang How are you fairing this morning, I look forward to working with you",101
22254,"Nice to meet you Captain  How are you fairing this morning, I look forward to working with you",101
22255,"Nice to meet you Commander How are you fairing this morning, I look forward to working with you",101
22256,"Nice to meet you How are you fairing this morning, I look forward to working with you",101
22257,"Nice to meet you Captain Wang How are you fairing this morning, I look forward to working with you",101
22258,"Nice to meet you Captain  How are you fairing this morning, I look forward to working with you",101
22259,"Nice to meet you Commander How are you fairing this morning, I look forward to working with you",101
22260,Nice to meet you Pleasure to meet you. ,111
22261,Nice to meet you Captain Wang Pleasure to meet you. ,111
22262,Nice to meet you Captain  Pleasure to meet you. ,111
22263,Nice to meet you Commander Pleasure to meet you. ,111
22264,Nice to meet you How are you doing on this beautiful day? Pleasure to meet you. ,101
22265,Nice to meet you Captain Wang How are you doing on this beautiful day? Pleasure to meet you. ,101
22266,Nice to meet you Captain  How are you doing on this beautiful day? Pleasure to meet you. ,101
22267,Nice to meet you Commander How are you doing on this beautiful day? Pleasure to meet you. ,101
22268,Nice to meet you How are you doing this evening? Pleasure to meet you. ,101
22269,Nice to meet you Captain Wang How are you doing this evening? Pleasure to meet you. ,101
22270,Nice to meet you Captain  How are you doing this evening? Pleasure to meet you. ,101
22271,Nice to meet you Commander How are you doing this evening? Pleasure to meet you. ,101
22272,Nice to meet you How are you today? Pleasure to meet you. ,101
22273,Nice to meet you Captain Wang How are you today? Pleasure to meet you. ,101
22274,Nice to meet you Captain  How are you today? Pleasure to meet you. ,101
22275,Nice to meet you Commander How are you today? Pleasure to meet you. ,101
22276,Nice to meet you How are you doing this fine day? Pleasure to meet you. ,101
22277,Nice to meet you Captain Wang How are you doing this fine day? Pleasure to meet you. ,101
22278,Nice to meet you Captain  How are you doing this fine day? Pleasure to meet you. ,101
22279,Nice to meet you Commander How are you doing this fine day? Pleasure to meet you. ,101
22280,Nice to meet you How are you? Pleasure to meet you. ,101
22281,Nice to meet you Captain Wang How are you? Pleasure to meet you. ,101
22282,Nice to meet you Captain  How are you? Pleasure to meet you. ,101
22283,Nice to meet you Commander How are you? Pleasure to meet you. ,101
22284,Nice to meet you How are you doing today sir? Pleasure to meet you. ,101
22285,Nice to meet you Captain Wang How are you doing today sir? Pleasure to meet you. ,101
22286,Nice to meet you Captain  How are you doing today sir? Pleasure to meet you. ,101
22287,Nice to meet you Commander How are you doing today sir? Pleasure to meet you. ,101
22288,Nice to meet you I trust you are doing well today? Pleasure to meet you. ,101
22289,Nice to meet you Captain Wang I trust you are doing well today? Pleasure to meet you. ,101
22290,Nice to meet you Captain  I trust you are doing well today? Pleasure to meet you. ,101
22291,Nice to meet you Commander I trust you are doing well today? Pleasure to meet you. ,101
22292,Nice to meet you How are you and your soldiers faring today? Pleasure to meet you. ,101
22293,Nice to meet you Captain Wang How are you and your soldiers faring today? Pleasure to meet you. ,101
22294,Nice to meet you Captain  How are you and your soldiers faring today? Pleasure to meet you. ,101
22295,Nice to meet you Commander How are you and your soldiers faring today? Pleasure to meet you. ,101
22296,Nice to meet you How was your trip? Pleasure to meet you. ,101
22297,Nice to meet you Captain Wang How was your trip? Pleasure to meet you. ,101
22298,Nice to meet you Captain  How was your trip? Pleasure to meet you. ,101
22299,Nice to meet you Commander How was your trip? Pleasure to meet you. ,101
22300,Nice to meet you I hope you are well. Pleasure to meet you. ,101
22301,Nice to meet you Captain Wang I hope you are well. Pleasure to meet you. ,101
22302,Nice to meet you Captain  I hope you are well. Pleasure to meet you. ,101
22303,Nice to meet you Commander I hope you are well. Pleasure to meet you. ,101
22304,Nice to meet you how are you feeling today? Pleasure to meet you. ,101
22305,Nice to meet you Captain Wang how are you feeling today? Pleasure to meet you. ,101
22306,Nice to meet you Captain  how are you feeling today? Pleasure to meet you. ,101
22307,Nice to meet you Commander how are you feeling today? Pleasure to meet you. ,101
22308,Nice to meet you How have you been? Pleasure to meet you. ,101
22309,Nice to meet you Captain Wang How have you been? Pleasure to meet you. ,101
22310,Nice to meet you Captain  How have you been? Pleasure to meet you. ,101
22311,Nice to meet you Commander How have you been? Pleasure to meet you. ,101
22312,Nice to meet you I hope all is well with your company. Pleasure to meet you. ,101
22313,Nice to meet you Captain Wang I hope all is well with your company. Pleasure to meet you. ,101
22314,Nice to meet you Captain  I hope all is well with your company. Pleasure to meet you. ,101
22315,Nice to meet you Commander I hope all is well with your company. Pleasure to meet you. ,101
22316,Nice to meet you Is everything alright? Pleasure to meet you. ,101
22317,Nice to meet you Captain Wang Is everything alright? Pleasure to meet you. ,101
22318,Nice to meet you Captain  Is everything alright? Pleasure to meet you. ,101
22319,Nice to meet you Commander Is everything alright? Pleasure to meet you. ,101
22320,Nice to meet you How was your travel to get here? Pleasure to meet you. ,101
22321,Nice to meet you Captain Wang How was your travel to get here? Pleasure to meet you. ,101
22322,Nice to meet you Captain  How was your travel to get here? Pleasure to meet you. ,101
22323,Nice to meet you Commander How was your travel to get here? Pleasure to meet you. ,101
22324,Nice to meet you Is everything going well for you so far? Pleasure to meet you. ,101
22325,Nice to meet you Captain Wang Is everything going well for you so far? Pleasure to meet you. ,101
22326,Nice to meet you Captain  Is everything going well for you so far? Pleasure to meet you. ,101
22327,Nice to meet you Commander Is everything going well for you so far? Pleasure to meet you. ,101
22328,Nice to meet you How are you fairing? Pleasure to meet you. ,101
22329,Nice to meet you Captain Wang How are you fairing? Pleasure to meet you. ,101
22330,Nice to meet you Captain  How are you fairing? Pleasure to meet you. ,101
22331,Nice to meet you Commander How are you fairing? Pleasure to meet you. ,101
22332,Nice to meet you hope you are doing good Pleasure to meet you. ,101
22333,Nice to meet you Captain Wang hope you are doing good Pleasure to meet you. ,101
22334,Nice to meet you Captain  hope you are doing good Pleasure to meet you. ,101
22335,Nice to meet you Commander hope you are doing good Pleasure to meet you. ,101
22336,"Nice to meet you How are you fairing this morning, Pleasure to meet you. ",101
22337,"Nice to meet you Captain Wang How are you fairing this morning, Pleasure to meet you. ",101
22338,"Nice to meet you Captain  How are you fairing this morning, Pleasure to meet you. ",101
22339,"Nice to meet you Commander How are you fairing this morning, Pleasure to meet you. ",101
22340,"Nice to meet you How are you fairing this morning, Pleasure to meet you. ",101
22341,"Nice to meet you Captain Wang How are you fairing this morning, Pleasure to meet you. ",101
22342,"Nice to meet you Captain  How are you fairing this morning, Pleasure to meet you. ",101
22343,"Nice to meet you Commander How are you fairing this morning, Pleasure to meet you. ",101
22344,Nice to meet you it is an honor to meet you.,111
22345,Nice to meet you Captain Wang it is an honor to meet you.,111
22346,Nice to meet you Captain  it is an honor to meet you.,111
22347,Nice to meet you Commander it is an honor to meet you.,111
22348,Nice to meet you How are you doing on this beautiful day? it is an honor to meet you.,101
22349,Nice to meet you Captain Wang How are you doing on this beautiful day? it is an honor to meet you.,101
22350,Nice to meet you Captain  How are you doing on this beautiful day? it is an honor to meet you.,101
22351,Nice to meet you Commander How are you doing on this beautiful day? it is an honor to meet you.,101
22352,Nice to meet you How are you doing this evening? it is an honor to meet you.,101
22353,Nice to meet you Captain Wang How are you doing this evening? it is an honor to meet you.,101
22354,Nice to meet you Captain  How are you doing this evening? it is an honor to meet you.,101
22355,Nice to meet you Commander How are you doing this evening? it is an honor to meet you.,101
22356,Nice to meet you How are you today? it is an honor to meet you.,101
22357,Nice to meet you Captain Wang How are you today? it is an honor to meet you.,101
22358,Nice to meet you Captain  How are you today? it is an honor to meet you.,101
22359,Nice to meet you Commander How are you today? it is an honor to meet you.,101
22360,Nice to meet you How are you doing this fine day? it is an honor to meet you.,101
22361,Nice to meet you Captain Wang How are you doing this fine day? it is an honor to meet you.,101
22362,Nice to meet you Captain  How are you doing this fine day? it is an honor to meet you.,101
22363,Nice to meet you Commander How are you doing this fine day? it is an honor to meet you.,101
22364,Nice to meet you How are you? it is an honor to meet you.,101
22365,Nice to meet you Captain Wang How are you? it is an honor to meet you.,101
22366,Nice to meet you Captain  How are you? it is an honor to meet you.,101
22367,Nice to meet you Commander How are you? it is an honor to meet you.,101
22368,Nice to meet you How are you doing today sir? it is an honor to meet you.,101
22369,Nice to meet you Captain Wang How are you doing today sir? it is an honor to meet you.,101
22370,Nice to meet you Captain  How are you doing today sir? it is an honor to meet you.,101
22371,Nice to meet you Commander How are you doing today sir? it is an honor to meet you.,101
22372,Nice to meet you I trust you are doing well today? it is an honor to meet you.,101
22373,Nice to meet you Captain Wang I trust you are doing well today? it is an honor to meet you.,101
22374,Nice to meet you Captain  I trust you are doing well today? it is an honor to meet you.,101
22375,Nice to meet you Commander I trust you are doing well today? it is an honor to meet you.,101
22376,Nice to meet you How are you and your soldiers faring today? it is an honor to meet you.,101
22377,Nice to meet you Captain Wang How are you and your soldiers faring today? it is an honor to meet you.,101
22378,Nice to meet you Captain  How are you and your soldiers faring today? it is an honor to meet you.,101
22379,Nice to meet you Commander How are you and your soldiers faring today? it is an honor to meet you.,101
22380,Nice to meet you How was your trip? it is an honor to meet you.,101
22381,Nice to meet you Captain Wang How was your trip? it is an honor to meet you.,101
22382,Nice to meet you Captain  How was your trip? it is an honor to meet you.,101
22383,Nice to meet you Commander How was your trip? it is an honor to meet you.,101
22384,Nice to meet you I hope you are well. it is an honor to meet you.,101
22385,Nice to meet you Captain Wang I hope you are well. it is an honor to meet you.,101
22386,Nice to meet you Captain  I hope you are well. it is an honor to meet you.,101
22387,Nice to meet you Commander I hope you are well. it is an honor to meet you.,101
22388,Nice to meet you how are you feeling today? it is an honor to meet you.,101
22389,Nice to meet you Captain Wang how are you feeling today? it is an honor to meet you.,101
22390,Nice to meet you Captain  how are you feeling today? it is an honor to meet you.,101
22391,Nice to meet you Commander how are you feeling today? it is an honor to meet you.,101
22392,Nice to meet you How have you been? it is an honor to meet you.,101
22393,Nice to meet you Captain Wang How have you been? it is an honor to meet you.,101
22394,Nice to meet you Captain  How have you been? it is an honor to meet you.,101
22395,Nice to meet you Commander How have you been? it is an honor to meet you.,101
22396,Nice to meet you I hope all is well with your company. it is an honor to meet you.,101
22397,Nice to meet you Captain Wang I hope all is well with your company. it is an honor to meet you.,101
22398,Nice to meet you Captain  I hope all is well with your company. it is an honor to meet you.,101
22399,Nice to meet you Commander I hope all is well with your company. it is an honor to meet you.,101
22400,Nice to meet you Is everything alright? it is an honor to meet you.,101
22401,Nice to meet you Captain Wang Is everything alright? it is an honor to meet you.,101
22402,Nice to meet you Captain  Is everything alright? it is an honor to meet you.,101
22403,Nice to meet you Commander Is everything alright? it is an honor to meet you.,101
22404,Nice to meet you How was your travel to get here? it is an honor to meet you.,101
22405,Nice to meet you Captain Wang How was your travel to get here? it is an honor to meet you.,101
22406,Nice to meet you Captain  How was your travel to get here? it is an honor to meet you.,101
22407,Nice to meet you Commander How was your travel to get here? it is an honor to meet you.,101
22408,Nice to meet you Is everything going well for you so far? it is an honor to meet you.,101
22409,Nice to meet you Captain Wang Is everything going well for you so far? it is an honor to meet you.,101
22410,Nice to meet you Captain  Is everything going well for you so far? it is an honor to meet you.,101
22411,Nice to meet you Commander Is everything going well for you so far? it is an honor to meet you.,101
22412,Nice to meet you How are you fairing? it is an honor to meet you.,101
22413,Nice to meet you Captain Wang How are you fairing? it is an honor to meet you.,101
22414,Nice to meet you Captain  How are you fairing? it is an honor to meet you.,101
22415,Nice to meet you Commander How are you fairing? it is an honor to meet you.,101
22416,Nice to meet you hope you are doing good it is an honor to meet you.,101
22417,Nice to meet you Captain Wang hope you are doing good it is an honor to meet you.,101
22418,Nice to meet you Captain  hope you are doing good it is an honor to meet you.,101
22419,Nice to meet you Commander hope you are doing good it is an honor to meet you.,101
22420,"Nice to meet you How are you fairing this morning, it is an honor to meet you.",101
22421,"Nice to meet you Captain Wang How are you fairing this morning, it is an honor to meet you.",101
22422,"Nice to meet you Captain  How are you fairing this morning, it is an honor to meet you.",101
22423,"Nice to meet you Commander How are you fairing this morning, it is an honor to meet you.",101
22424,"Nice to meet you How are you fairing this morning, it is an honor to meet you.",101
22425,"Nice to meet you Captain Wang How are you fairing this morning, it is an honor to meet you.",101
22426,"Nice to meet you Captain  How are you fairing this morning, it is an honor to meet you.",101
22427,"Nice to meet you Commander How are you fairing this morning, it is an honor to meet you.",101
22428,Nice to meet you it's a great honor meet with you to discuss these important matters.,111
22429,Nice to meet you Captain Wang it's a great honor meet with you to discuss these important matters.,111
22430,Nice to meet you Captain  it's a great honor meet with you to discuss these important matters.,111
22431,Nice to meet you Commander it's a great honor meet with you to discuss these important matters.,111
22432,Nice to meet you How are you doing on this beautiful day? it's a great honor meet with you to discuss these important matters.,101
22433,Nice to meet you Captain Wang How are you doing on this beautiful day? it's a great honor meet with you to discuss these important matters.,101
22434,Nice to meet you Captain  How are you doing on this beautiful day? it's a great honor meet with you to discuss these important matters.,101
22435,Nice to meet you Commander How are you doing on this beautiful day? it's a great honor meet with you to discuss these important matters.,101
22436,Nice to meet you How are you doing this evening? it's a great honor meet with you to discuss these important matters.,101
22437,Nice to meet you Captain Wang How are you doing this evening? it's a great honor meet with you to discuss these important matters.,101
22438,Nice to meet you Captain  How are you doing this evening? it's a great honor meet with you to discuss these important matters.,101
22439,Nice to meet you Commander How are you doing this evening? it's a great honor meet with you to discuss these important matters.,101
22440,Nice to meet you How are you today? it's a great honor meet with you to discuss these important matters.,101
22441,Nice to meet you Captain Wang How are you today? it's a great honor meet with you to discuss these important matters.,101
22442,Nice to meet you Captain  How are you today? it's a great honor meet with you to discuss these important matters.,101
22443,Nice to meet you Commander How are you today? it's a great honor meet with you to discuss these important matters.,101
22444,Nice to meet you How are you doing this fine day? it's a great honor meet with you to discuss these important matters.,101
22445,Nice to meet you Captain Wang How are you doing this fine day? it's a great honor meet with you to discuss these important matters.,101
22446,Nice to meet you Captain  How are you doing this fine day? it's a great honor meet with you to discuss these important matters.,101
22447,Nice to meet you Commander How are you doing this fine day? it's a great honor meet with you to discuss these important matters.,101
22448,Nice to meet you How are you? it's a great honor meet with you to discuss these important matters.,101
22449,Nice to meet you Captain Wang How are you? it's a great honor meet with you to discuss these important matters.,101
22450,Nice to meet you Captain  How are you? it's a great honor meet with you to discuss these important matters.,101
22451,Nice to meet you Commander How are you? it's a great honor meet with you to discuss these important matters.,101
22452,Nice to meet you How are you doing today sir? it's a great honor meet with you to discuss these important matters.,101
22453,Nice to meet you Captain Wang How are you doing today sir? it's a great honor meet with you to discuss these important matters.,101
22454,Nice to meet you Captain  How are you doing today sir? it's a great honor meet with you to discuss these important matters.,101
22455,Nice to meet you Commander How are you doing today sir? it's a great honor meet with you to discuss these important matters.,101
22456,Nice to meet you I trust you are doing well today? it's a great honor meet with you to discuss these important matters.,101
22457,Nice to meet you Captain Wang I trust you are doing well today? it's a great honor meet with you to discuss these important matters.,101
22458,Nice to meet you Captain  I trust you are doing well today? it's a great honor meet with you to discuss these important matters.,101
22459,Nice to meet you Commander I trust you are doing well today? it's a great honor meet with you to discuss these important matters.,101
22460,Nice to meet you How are you and your soldiers faring today? it's a great honor meet with you to discuss these important matters.,101
22461,Nice to meet you Captain Wang How are you and your soldiers faring today? it's a great honor meet with you to discuss these important matters.,101
22462,Nice to meet you Captain  How are you and your soldiers faring today? it's a great honor meet with you to discuss these important matters.,101
22463,Nice to meet you Commander How are you and your soldiers faring today? it's a great honor meet with you to discuss these important matters.,101
22464,Nice to meet you How was your trip? it's a great honor meet with you to discuss these important matters.,101
22465,Nice to meet you Captain Wang How was your trip? it's a great honor meet with you to discuss these important matters.,101
22466,Nice to meet you Captain  How was your trip? it's a great honor meet with you to discuss these important matters.,101
22467,Nice to meet you Commander How was your trip? it's a great honor meet with you to discuss these important matters.,101
22468,Nice to meet you I hope you are well. it's a great honor meet with you to discuss these important matters.,101
22469,Nice to meet you Captain Wang I hope you are well. it's a great honor meet with you to discuss these important matters.,101
22470,Nice to meet you Captain  I hope you are well. it's a great honor meet with you to discuss these important matters.,101
22471,Nice to meet you Commander I hope you are well. it's a great honor meet with you to discuss these important matters.,101
22472,Nice to meet you how are you feeling today? it's a great honor meet with you to discuss these important matters.,101
22473,Nice to meet you Captain Wang how are you feeling today? it's a great honor meet with you to discuss these important matters.,101
22474,Nice to meet you Captain  how are you feeling today? it's a great honor meet with you to discuss these important matters.,101
22475,Nice to meet you Commander how are you feeling today? it's a great honor meet with you to discuss these important matters.,101
22476,Nice to meet you How have you been? it's a great honor meet with you to discuss these important matters.,101
22477,Nice to meet you Captain Wang How have you been? it's a great honor meet with you to discuss these important matters.,101
22478,Nice to meet you Captain  How have you been? it's a great honor meet with you to discuss these important matters.,101
22479,Nice to meet you Commander How have you been? it's a great honor meet with you to discuss these important matters.,101
22480,Nice to meet you I hope all is well with your company. it's a great honor meet with you to discuss these important matters.,101
22481,Nice to meet you Captain Wang I hope all is well with your company. it's a great honor meet with you to discuss these important matters.,101
22482,Nice to meet you Captain  I hope all is well with your company. it's a great honor meet with you to discuss these important matters.,101
22483,Nice to meet you Commander I hope all is well with your company. it's a great honor meet with you to discuss these important matters.,101
22484,Nice to meet you Is everything alright? it's a great honor meet with you to discuss these important matters.,101
22485,Nice to meet you Captain Wang Is everything alright? it's a great honor meet with you to discuss these important matters.,101
22486,Nice to meet you Captain  Is everything alright? it's a great honor meet with you to discuss these important matters.,101
22487,Nice to meet you Commander Is everything alright? it's a great honor meet with you to discuss these important matters.,101
22488,Nice to meet you How was your travel to get here? it's a great honor meet with you to discuss these important matters.,101
22489,Nice to meet you Captain Wang How was your travel to get here? it's a great honor meet with you to discuss these important matters.,101
22490,Nice to meet you Captain  How was your travel to get here? it's a great honor meet with you to discuss these important matters.,101
22491,Nice to meet you Commander How was your travel to get here? it's a great honor meet with you to discuss these important matters.,101
22492,Nice to meet you Is everything going well for you so far? it's a great honor meet with you to discuss these important matters.,101
22493,Nice to meet you Captain Wang Is everything going well for you so far? it's a great honor meet with you to discuss these important matters.,101
22494,Nice to meet you Captain  Is everything going well for you so far? it's a great honor meet with you to discuss these important matters.,101
22495,Nice to meet you Commander Is everything going well for you so far? it's a great honor meet with you to discuss these important matters.,101
22496,Nice to meet you How are you fairing? it's a great honor meet with you to discuss these important matters.,101
22497,Nice to meet you Captain Wang How are you fairing? it's a great honor meet with you to discuss these important matters.,101
22498,Nice to meet you Captain  How are you fairing? it's a great honor meet with you to discuss these important matters.,101
22499,Nice to meet you Commander How are you fairing? it's a great honor meet with you to discuss these important matters.,101
22500,Nice to meet you hope you are doing good it's a great honor meet with you to discuss these important matters.,101
22501,Nice to meet you Captain Wang hope you are doing good it's a great honor meet with you to discuss these important matters.,101
22502,Nice to meet you Captain  hope you are doing good it's a great honor meet with you to discuss these important matters.,101
22503,Nice to meet you Commander hope you are doing good it's a great honor meet with you to discuss these important matters.,101
22504,"Nice to meet you How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22505,"Nice to meet you Captain Wang How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22506,"Nice to meet you Captain  How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22507,"Nice to meet you Commander How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22508,"Nice to meet you How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22509,"Nice to meet you Captain Wang How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22510,"Nice to meet you Captain  How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22511,"Nice to meet you Commander How are you fairing this morning, it's a great honor meet with you to discuss these important matters.",101
22512,Nice to meet you thank you for joining us today.,111
22513,Nice to meet you Captain Wang thank you for joining us today.,111
22514,Nice to meet you Captain  thank you for joining us today.,111
22515,Nice to meet you Commander thank you for joining us today.,111
22516,Nice to meet you How are you doing on this beautiful day? thank you for joining us today.,101
22517,Nice to meet you Captain Wang How are you doing on this beautiful day? thank you for joining us today.,101
22518,Nice to meet you Captain  How are you doing on this beautiful day? thank you for joining us today.,101
22519,Nice to meet you Commander How are you doing on this beautiful day? thank you for joining us today.,101
22520,Nice to meet you How are you doing this evening? thank you for joining us today.,101
22521,Nice to meet you Captain Wang How are you doing this evening? thank you for joining us today.,101
22522,Nice to meet you Captain  How are you doing this evening? thank you for joining us today.,101
22523,Nice to meet you Commander How are you doing this evening? thank you for joining us today.,101
22524,Nice to meet you How are you today? thank you for joining us today.,101
22525,Nice to meet you Captain Wang How are you today? thank you for joining us today.,101
22526,Nice to meet you Captain  How are you today? thank you for joining us today.,101
22527,Nice to meet you Commander How are you today? thank you for joining us today.,101
22528,Nice to meet you How are you doing this fine day? thank you for joining us today.,101
22529,Nice to meet you Captain Wang How are you doing this fine day? thank you for joining us today.,101
22530,Nice to meet you Captain  How are you doing this fine day? thank you for joining us today.,101
22531,Nice to meet you Commander How are you doing this fine day? thank you for joining us today.,101
22532,Nice to meet you How are you? thank you for joining us today.,101
22533,Nice to meet you Captain Wang How are you? thank you for joining us today.,101
22534,Nice to meet you Captain  How are you? thank you for joining us today.,101
22535,Nice to meet you Commander How are you? thank you for joining us today.,101
22536,Nice to meet you How are you doing today sir? thank you for joining us today.,101
22537,Nice to meet you Captain Wang How are you doing today sir? thank you for joining us today.,101
22538,Nice to meet you Captain  How are you doing today sir? thank you for joining us today.,101
22539,Nice to meet you Commander How are you doing today sir? thank you for joining us today.,101
22540,Nice to meet you I trust you are doing well today? thank you for joining us today.,101
22541,Nice to meet you Captain Wang I trust you are doing well today? thank you for joining us today.,101
22542,Nice to meet you Captain  I trust you are doing well today? thank you for joining us today.,101
22543,Nice to meet you Commander I trust you are doing well today? thank you for joining us today.,101
22544,Nice to meet you How are you and your soldiers faring today? thank you for joining us today.,101
22545,Nice to meet you Captain Wang How are you and your soldiers faring today? thank you for joining us today.,101
22546,Nice to meet you Captain  How are you and your soldiers faring today? thank you for joining us today.,101
22547,Nice to meet you Commander How are you and your soldiers faring today? thank you for joining us today.,101
22548,Nice to meet you How was your trip? thank you for joining us today.,101
22549,Nice to meet you Captain Wang How was your trip? thank you for joining us today.,101
22550,Nice to meet you Captain  How was your trip? thank you for joining us today.,101
22551,Nice to meet you Commander How was your trip? thank you for joining us today.,101
22552,Nice to meet you I hope you are well. thank you for joining us today.,101
22553,Nice to meet you Captain Wang I hope you are well. thank you for joining us today.,101
22554,Nice to meet you Captain  I hope you are well. thank you for joining us today.,101
22555,Nice to meet you Commander I hope you are well. thank you for joining us today.,101
22556,Nice to meet you how are you feeling today? thank you for joining us today.,101
22557,Nice to meet you Captain Wang how are you feeling today? thank you for joining us today.,101
22558,Nice to meet you Captain  how are you feeling today? thank you for joining us today.,101
22559,Nice to meet you Commander how are you feeling today? thank you for joining us today.,101
22560,Nice to meet you How have you been? thank you for joining us today.,101
22561,Nice to meet you Captain Wang How have you been? thank you for joining us today.,101
22562,Nice to meet you Captain  How have you been? thank you for joining us today.,101
22563,Nice to meet you Commander How have you been? thank you for joining us today.,101
22564,Nice to meet you I hope all is well with your company. thank you for joining us today.,101
22565,Nice to meet you Captain Wang I hope all is well with your company. thank you for joining us today.,101
22566,Nice to meet you Captain  I hope all is well with your company. thank you for joining us today.,101
22567,Nice to meet you Commander I hope all is well with your company. thank you for joining us today.,101
22568,Nice to meet you Is everything alright? thank you for joining us today.,101
22569,Nice to meet you Captain Wang Is everything alright? thank you for joining us today.,101
22570,Nice to meet you Captain  Is everything alright? thank you for joining us today.,101
22571,Nice to meet you Commander Is everything alright? thank you for joining us today.,101
22572,Nice to meet you How was your travel to get here? thank you for joining us today.,101
22573,Nice to meet you Captain Wang How was your travel to get here? thank you for joining us today.,101
22574,Nice to meet you Captain  How was your travel to get here? thank you for joining us today.,101
22575,Nice to meet you Commander How was your travel to get here? thank you for joining us today.,101
22576,Nice to meet you Is everything going well for you so far? thank you for joining us today.,101
22577,Nice to meet you Captain Wang Is everything going well for you so far? thank you for joining us today.,101
22578,Nice to meet you Captain  Is everything going well for you so far? thank you for joining us today.,101
22579,Nice to meet you Commander Is everything going well for you so far? thank you for joining us today.,101
22580,Nice to meet you How are you fairing? thank you for joining us today.,101
22581,Nice to meet you Captain Wang How are you fairing? thank you for joining us today.,101
22582,Nice to meet you Captain  How are you fairing? thank you for joining us today.,101
22583,Nice to meet you Commander How are you fairing? thank you for joining us today.,101
22584,Nice to meet you hope you are doing good thank you for joining us today.,101
22585,Nice to meet you Captain Wang hope you are doing good thank you for joining us today.,101
22586,Nice to meet you Captain  hope you are doing good thank you for joining us today.,101
22587,Nice to meet you Commander hope you are doing good thank you for joining us today.,101
22588,"Nice to meet you How are you fairing this morning, thank you for joining us today.",101
22589,"Nice to meet you Captain Wang How are you fairing this morning, thank you for joining us today.",101
