id,turk_response_text,prompt_type,assignment,identifier,comment
4613,"There's got to be another answer.  Who were you discussing this with? If he is your superior, I'd like to have a conversation with him.",rewrite,3IAS3U3I0FGH6RAYMTHRFBTR7G4B24c,8c,
4614,Who was that guy that was here earlier?  Would it be possible for me to reach out to him?  It appeared that you were both discussing this situation.,rewrite,3IAS3U3I0FGH6RAYMTHRFBTR7G4B24d,8d,
4615,"I need to discuss this delay with my commander because the delay of your troops does not jeopardize the mission. I may need to contact your commander, too, to apprise him of the situation.",rewrite,3JMSRU9HQIUOALKKKU3SIOWN7BEEVJa,8a,
4616,"Just as you have your orders, I have mine. Our mission is to get these vital supplies to the refugees. If that means I need to discuss alternative methods with our joint chain of commanding on how to obtain the troops necessary to accomplish this then I will do so immediately.",rewrite,3JMSRU9HQIUOALKKKU3SIOWN7BEEVJb,8b,
4617,"I believe there is a way around this delay. Who were you talking to in your chain of command. I would like to talk with him, also, so we can all agree on a change of plan to accomplish the mission.",rewrite,3JMSRU9HQIUOALKKKU3SIOWN7BEEVJc,8c,
4618,May I talk with the person who was here earlier? It seemed like you both were talking about this.,rewrite,3JMSRU9HQIUOALKKKU3SIOWN7BEEVJd,8d,
4619,"I see no alternative but to go to my commander or yours to get this work, I'm sorry to do that. ",rewrite,3KYQYYSHYV7OSVXNNN6UHEKUB6BODTa,8a,
4620,I'm going to have to find men to get these supplies to the refugees. I don't mean to work around you or talk to our chain of command but I have my orders as do you. ,rewrite,3KYQYYSHYV7OSVXNNN6UHEKUB6BODTb,8b,
4621,"I'd like to talk to the man you were talking to, there has to be a way. I'd like to talk to your chain of command if he is it. ",rewrite,3KYQYYSHYV7OSVXNNN6UHEKUB6BODTc,8c,
4622,"Where is the fellow who was here earlier? It seemed you both were talking about this, can I speak to him?",rewrite,3KYQYYSHYV7OSVXNNN6UHEKUB6BODTd,8d,
4623,You've left me with no choice but to go to my commander or yours to try to get this to work. I'm sorry it's come to this but I don't see another way.,rewrite,3NAPMVF0ZWFU4F789C5BA97VOQE72Fa,8a,
4624,"We both have our orders. I'd rather not work around you, but I am going to have to find men to accomplish this mission, even if it means going to our chain of command and speaking with them.",rewrite,3NAPMVF0ZWFU4F789C5BA97VOQE72Fb,8b,
4625,I'm sure there's a way. What was the name of the man you were talking to? I'd really like to talk to him if he's in your chain of command.,rewrite,3NAPMVF0ZWFU4F789C5BA97VOQE72Fc,8c,
4626,What about the man you were talking to earlier? Would it be possible to talk to him? It seemed like you both were talking about this.,rewrite,3NAPMVF0ZWFU4F789C5BA97VOQE72Fd,8d,
4627,I'm sorry but I see no alternative other than going to my commander or yours to try and get this to work.,rewrite,3NG53N1RLVJUW0DXLF8TKMBJAKAP85a,8a,
4628,"We both have our orders, mine is getting supplies to the refugees. I'm going to have to find men to accomplish my mission even if it means working around you and talking to our chain of command.",rewrite,3NG53N1RLVJUW0DXLF8TKMBJAKAP85b,8b,
4629,I'm sure we can find a way. If the man you were talking to is your chain of command I would like an opportunity to speak to him too.,rewrite,3NG53N1RLVJUW0DXLF8TKMBJAKAP85c,8c,
4630,It seemed like you were talking to the fellow earlier about this issue. Is it possible for me to discuss this with him too?,rewrite,3NG53N1RLVJUW0DXLF8TKMBJAKAP85d,8d,
4631,"I apologize for the bluntness, but I'll have to go to your or my commander to work out a deal. This needs to happen.",rewrite,3NQL1CS15R8MGQ1BKVFMPRO3PNBVY7a,8a,
4632,"We both have our orders, but mine is to help those people. I in no way want to insult you, but I may have to work around you to get this done.",rewrite,3NQL1CS15R8MGQ1BKVFMPRO3PNBVY7b,8b,
4633,What's the name of your commander? I'd like to talk to him so we can make a deal.,rewrite,3NQL1CS15R8MGQ1BKVFMPRO3PNBVY7c,8c,
4634,You were talking to someone earlier about this situation. Can I speak to him as well?,rewrite,3NQL1CS15R8MGQ1BKVFMPRO3PNBVY7d,8d,
4635,I have no option but to go to one of our commanders to resolve this. I am sorry to take that step but it seems necessary.,rewrite,3NVC2EB65QZ24HZS0L9G6WWKY3I3YIa,8a,
4636,"I understand that you have orders, but I do as well. I must get these supplies to the people. I don't mean to flaunt you, but I will go above you if necessary.",rewrite,3NVC2EB65QZ24HZS0L9G6WWKY3I3YIb,8b,
4637,"We will resolve this,even if I have to go higher in the chain of command.",rewrite,3NVC2EB65QZ24HZS0L9G6WWKY3I3YIc,8c,
4638,Where was the officer you were speaking to earlier? I would like to address this with him.,rewrite,3NVC2EB65QZ24HZS0L9G6WWKY3I3YId,8d,
4639,"The only option is to go to either your commander or mine to try to fix this. I don't want to go to the commanders, but I can't see another solution.",rewrite,3OLQQLKKNSPFJQKQ35P9F0LTCOZEJQa,8a,
4640,"I know you have your job to do, but I have to do my job too - I have to make sure the refugees get the supplies. I am not trying to cut you out, but this mission has to be filled, so I will take this to the top if I have to in order to get the men necessary.",rewrite,3OLQQLKKNSPFJQKQ35P9F0LTCOZEJQb,8b,
4641,"Something will work out. Who were you speaking with before? If he is your boss, I request a sit down with him.",rewrite,3OLQQLKKNSPFJQKQ35P9F0LTCOZEJQc,8c,
4642,Who was the other man you talked to earlier? Would I be able to have a word with him? It looked like both of you discussed this.,rewrite,3OLQQLKKNSPFJQKQ35P9F0LTCOZEJQd,8d,
4643,I'm sorry but I have no other option. I must speak to my commander or yours in order to get the objective achieved. ,rewrite,3PWWM24LHSYY4TCRJHXHO93QZAO827a,8a,
4644,"I must get the supplies to the refugees even if it means going around your orders. I have strict directions. I will take control over this mission and find men to help me, even if it means going around you.",rewrite,3PWWM24LHSYY4TCRJHXHO93QZAO827b,8b,
4645,"I believe we can work through this to get it done. Did you speak to your chain of command about this? Was he who you were talking to? If so, I'd like to speak with him. ",rewrite,3PWWM24LHSYY4TCRJHXHO93QZAO827c,8c,
4646,What about the solider you were speaking to earlier. You both appeared to be talking about this? May I speak with him?,rewrite,3PWWM24LHSYY4TCRJHXHO93QZAO827d,8d,
4647,"I'm sorry, but I have no choice but to speak with either my commander or yours to get this plan to work.  I don't see an alternate solution.",rewrite,3RANCT1ZVFHQQ3J05DRXLUOJQ7RBUQa,8a,
4648,"You have your orders, but I also have my own.  I need to get these supplies to the refugees.  It isn't my intention to work around you, but I need men to finish this mission, even it if means talking to our chain of command.",rewrite,3RANCT1ZVFHQQ3J05DRXLUOJQ7RBUQb,8b,
4649,"There must be a way.  Who were you talking to earlier?  If he is your chain of command, please let me speak to him.",rewrite,3RANCT1ZVFHQQ3J05DRXLUOJQ7RBUQc,8c,
4650,What about the man who was here earlier?  Can I speak with him?  It looked like you were both talking about this.,rewrite,3RANCT1ZVFHQQ3J05DRXLUOJQ7RBUQd,8d,
4651,This gives me no alternative but to take this to one of our commanders to work this out. I hope you understand that I have no choice.,rewrite,3SKEMFQBZ35TL9GH8N3LO5PKGA98KSa,8a,
4652,"Regardless of what your orders are, my orders are to deliver these supplies to the refugees. Getting the mission done may mean that I will need to take this to our superiors. Sorry if that cuts you out of the loop.",rewrite,3SKEMFQBZ35TL9GH8N3LO5PKGA98KSb,8b,
4653,Nothing is impossible. Was the man you were talking to in your chain of command? If so then I'd like to know his name.,rewrite,3SKEMFQBZ35TL9GH8N3LO5PKGA98KSc,8c,
4654,Could I talk to that guy who was here before? It looked like you two were discussing this matter.,rewrite,3SKEMFQBZ35TL9GH8N3LO5PKGA98KSd,8d,
4655,"I don't want to have to involve chain of command, but we have no choice.  We must resolve this.",rewrite,3TEM0PF1Q5X3PE54L24JRDOCD3UD0Ra,8a,
4656,"We both have orders and I'm not saying mine is more important, but these supplies must get to the refugees.  I am going to find men to do it, even if I have to run it up the chain of command.",rewrite,3TEM0PF1Q5X3PE54L24JRDOCD3UD0Rb,8b,
4657,We have to resolve this.  Let's go to talk to your commander.,rewrite,3TEM0PF1Q5X3PE54L24JRDOCD3UD0Rc,8c,
4658,Is there anyone else who can help with this?  What about the fellow you were talking to earlier. He seemed like he has some thoughts on this.,rewrite,3TEM0PF1Q5X3PE54L24JRDOCD3UD0Rd,8d,
4659,"I seem to have no option but to go to a higher ranking officer. I am sorry to go over your head, but you are leaving me with few alternatives.",rewrite,3TY7ZAOG5FKB3KBEDJQ6VQJ2XCT0KTa,8a,
4660,"I understand your predicament, but we must get these supplies out. I hate to go over your head, but I will do it if it is necessary.",rewrite,3TY7ZAOG5FKB3KBEDJQ6VQJ2XCT0KTb,8b,
4661,There must be away. Who was the man you were talking to? I would like to speak to him if he is higher ranking.,rewrite,3TY7ZAOG5FKB3KBEDJQ6VQJ2XCT0KTc,8c,
4662,Who was the man here before. I would like to speak to him as he seems to be aware of the situation.,rewrite,3TY7ZAOG5FKB3KBEDJQ6VQJ2XCT0KTd,8d,
4663,I'm sorry but I have no choice but go to my commander to make this work.,rewrite,3WMINLGALB3PLZX8D861WDI71P0CANa,8a,
4664,I have to get these supplies to refugees and in order to do that I have to talk to our chain of command.,rewrite,3WMINLGALB3PLZX8D861WDI71P0CANb,8b,
4665,Who was the man you were talking to before? If he's in your chain of command maybe he can help.,rewrite,3WMINLGALB3PLZX8D861WDI71P0CANc,8c,
4666,"That guy you were talking to earlier, can he help? Can I help him?",rewrite,3WMINLGALB3PLZX8D861WDI71P0CANd,8d,
4667,"Unfortunately, I must go to your commander or mine to achieve our goals because I see no other option. ",rewrite,3WQ3B2KGE8GAH6S23PHDASJMFAUB1Ra,8a,
4668,"I have to get these supplies to refugees as per my instruction, but I understand you must follow your orders as well. I need to enlist soldiers to finish this task and in order to do that I will have to go above you to the higher chain of command.",rewrite,3WQ3B2KGE8GAH6S23PHDASJMFAUB1Rb,8b,
4669,Who can I talk to in your chain of command to accomplish this mission? I know there was someone that you were talking to about this. ,rewrite,3WQ3B2KGE8GAH6S23PHDASJMFAUB1Rc,8c,
4670,Let me speak to the person who you were talking with before. Would he be willing to talk with me?,rewrite,3WQ3B2KGE8GAH6S23PHDASJMFAUB1Rd,8d,
4671,"I'm sorry to have to do this as I see no alternative, but I must go to my commander or yours to get this to work. ",rewrite,3Z7ISHFUH0VOA4F38O6VBKDXKJEZ8Xa,8a,
4672,"I understand that we all have work and orders, and I don't mean to work around you, but I need to get these supplies to refugees. I need to find men to do this mission, even if it means talking to the chain of command",rewrite,3Z7ISHFUH0VOA4F38O6VBKDXKJEZ8Xb,8b,
4673,What was the man's name you were talking to? I'd like to talk to him if he is in your chain of command; there has to be a way,rewrite,3Z7ISHFUH0VOA4F38O6VBKDXKJEZ8Xc,8c,
4674,"It seemed that you and that fellow that was here earlier were talking about this, can I talk to him?",rewrite,3Z7ISHFUH0VOA4F38O6VBKDXKJEZ8Xd,8d,
4675,"We have plenty of supplies, it would not look good if I have to go to a higher ranking officer and ask for help.",feedback,304SM51WA34ABQRWG8WX6T6VF30SBHa,9a,
4676,"I know that going to a higher ranking officer is not exactly ideal ,but I may not have a choice if you cannot compromise with me. ",feedback,304SM51WA34ABQRWG8WX6T6VF30SBHb,9b,
4677,"You were pointing to that container of supplies, are those the issue?  We can make it work if so.",feedback,304SM51WA34ABQRWG8WX6T6VF30SBHc,9c,
4678,I really need your help. I have plenty of supplies and we need not go to a higher ranking officer as we will look bad.,feedback,31IBVUNM9SZGGZKGF5NY06HNT5IFVNa,9a,
4679,"If we can't find a solution together, we will be forced to go to a higher ranking officer and that is not ideal.",feedback,31IBVUNM9SZGGZKGF5NY06HNT5IFVNb,9b,
4680,"Are the supply containers a problem for you? If so, we can make it work at we must.",feedback,31IBVUNM9SZGGZKGF5NY06HNT5IFVNc,9c,
4681,Pleading with you for help and it would be better for us to work together.  If there is no compromization a high ranking officer must be consulted.,feedback,31JLPPHS2UUQA3VQUY0I45YIUMN3O7a,9a,
4682,Consulting a higher ranking officer is not a good ideal.,feedback,31JLPPHS2UUQA3VQUY0I45YIUMN3O7b,9b,
4683,"You were pointing at supply containers, is there an issue?  The issue can be resolve, I must resolve it.",feedback,31JLPPHS2UUQA3VQUY0I45YIUMN3O7c,9c,
4684,There is plenty of supplies that we can share. The higher ups wont be happy if they have to fix an issue we should be able to fix ourselves.,feedback,326O153BMIY2G4KYT93YC2QGHX8DEDa,9a,
4685,If we can't come to a compromise I wont have any other option then to inform a higher ranking officer to figure this out,feedback,326O153BMIY2G4KYT93YC2QGHX8DEDb,9b,
4686,Are the supplies you were looking at over there this problem? We can figure out how to divide them up to go around for everyone. We just need to work together.,feedback,326O153BMIY2G4KYT93YC2QGHX8DEDc,9c,
4687,"Let the Chinese officer know it would look bad for both of you I'd tou went to a higher ranked officer for help, ask him to work with you because you have pleanty of supplies ",feedback,32SVAV9L3F918Z1PKFV03AED55KA3Ga,9a,
4688,"You won't have a choice if you can't compromise, tell him going to a higher ranked officer is not ideal ",feedback,32SVAV9L3F918Z1PKFV03AED55KA3Gb,9b,
4689,Let him know you can make it work if he needs supplies since you saw him pointing at it,feedback,32SVAV9L3F918Z1PKFV03AED55KA3Gc,9c,
4690,Please help us.  We have plenty of supplies and for your platoon but I need your men to assist us if we want to succeed.  I do not want to go over your head by asking your superior officer.  It would be much better for both of us if we cooperate since we don't need the equipment onboard the planes to complete the mission.,feedback,32ZKVD547FN6R96HQTVWYLYJNN33B2a,9a,
4691,"Neither of us wants me to have to discuss this matter with your commanding officers, but I am afraid I don't have a choice if you won't agree to work with us. ",feedback,32ZKVD547FN6R96HQTVWYLYJNN33B2b,9b,
4692,"I saw your pointing to those supply containers.  Are supplies your primary concern?  If so, I can help address that concern because I know that I have to if I want your support.",feedback,32ZKVD547FN6R96HQTVWYLYJNN33B2c,9c,
4693,"We really need your assistance. Please help us, we have more than enough supplies for now. If I got to my superiors with this it's going to look bad for both of us. ",feedback,33L7PJKHCGYSOS642WHDPWCG9GU8TOa,9a,
4694,"It isn't a good thing for either of us, but if you can't meet me halfway on this, I will be forced to go to a higher ranking officer.",feedback,33L7PJKHCGYSOS642WHDPWCG9GU8TOb,9b,
4695,I noticed you pointing at a container of supplies earlier. If those are the issue I will do everything in my power to make it right.,feedback,33L7PJKHCGYSOS642WHDPWCG9GU8TOc,9c,
4696,"Commander, it would be a wise decision to work with me. I have plenty of supplies and it would not be a pleasurable experience if I must go to a higher ranked office to seek help with this situation.",feedback,3483FV8BEEJB0FT3Q20J4V7Z38U62Ba,9a,
4697,"I know that seeking help from a higher ranked office is not ideal, but if you are not willing to compromise I have no other choice sir.",feedback,3483FV8BEEJB0FT3Q20J4V7Z38U62Bb,9b,
4698,I noticed that you were pointing at the containers of supplies. Are these the issue? I can make this work if necessary.,feedback,3483FV8BEEJB0FT3Q20J4V7Z38U62Bc,9c,
4699,Please work with me on this issue as we have plenty of supplies and I think we could resolve this issue without asking for others' input.,feedback,34BBWHLWHABD5FMB6NYFP5DTG6CIWRa,9a,
4700,"If we can't come to a beneficial compromise, I will have to refer the issue to a higher ranked officer.",feedback,34BBWHLWHABD5FMB6NYFP5DTG6CIWRb,9b,
4701,I can figure out this situation if you are considering the containers of supplies.,feedback,34BBWHLWHABD5FMB6NYFP5DTG6CIWRc,9c,
4702,"Please, I insist that your team co-operates with ours. We have supplies of our own that will cover your needs and it would be embarrassing for us if we need to take this higher.",feedback,34MAJL3QP4NM6AL8BEL9Q7SDDVL43Wa,9a,
4703,"Look, I empathize with your situation and taking this to a higher level is not my first choice, but I will have to do that if we cannot find common ground.",feedback,34MAJL3QP4NM6AL8BEL9Q7SDDVL43Wb,9b,
4704,"I saw you pointing at some of the supply crates earlier, if those are the issue then that is something we can work around.",feedback,34MAJL3QP4NM6AL8BEL9Q7SDDVL43Wc,9c,
4705,Let's please find a solution together. We have ample supplies and our superiors would frown on us if we escalate this situation for assistance.,feedback,35K3O9HUABDZEOYUKFYO02T1TAIFEKa,9a,
4706,"Escalating our issue is not a suitable choice, but it's our only option if we can't reach a compromise.",feedback,35K3O9HUABDZEOYUKFYO02T1TAIFEKb,9b,
4707,You brought my attention to those supply containers. Those supplies must work even if they are not adequate to your standards.,feedback,35K3O9HUABDZEOYUKFYO02T1TAIFEKc,9c,
4708,"I really need us to work together on this, I have all necessities to perform the task & I have my orders, if you still object I will have no choice but to go to your superior!",feedback,35K3O9HUABDZEOYUKFYO02T1TANFEPa,9a,
4709,"I do not want to go above your head on this but you will be putting me in a tight spot with my supervisor & will be left no choice,if you do not reconsider!",feedback,35K3O9HUABDZEOYUKFYO02T1TANFEPb,9b,
4710,"I seen that you were pointing at my supplies, I will make this work somehow someway because I have my orders, you need to reconsider!",feedback,35K3O9HUABDZEOYUKFYO02T1TANFEPc,9c,
4711,"Please, I absolutely need your help to carry out this plan. I have plenty of supplies and it would be bad for both of us if I had to ask my superiors for help.",feedback,36PW28KO4ZW4IXHM9ZCWM1IAWU2AEZa,9a,
4712,"I don't want to have to talk to the higher ups, but I will have to if we can't find a compromise.",feedback,36PW28KO4ZW4IXHM9ZCWM1IAWU2AEZb,9b,
4713,I saw you pointing at some supply containers. Are those the problem? I can take care of those if I have to.,feedback,36PW28KO4ZW4IXHM9ZCWM1IAWU2AEZc,9c,
4714,"Commander, please continue to work with me. I have a large amount of supplies and it'd look bad on both of us if I have to report to a higher ranked officer and ask for assistance.",feedback,382M9COHEHFOX6VKF4TNM2U43XZEUKa,9a,
4715,"Commander, if you don't comply and compromise, I'll have no choice but to go to a higher ranked officer.",feedback,382M9COHEHFOX6VKF4TNM2U43XZEUKb,9b,
4716,"I saw earlier that you were pointing towards the supplies. If they are the issue, we can work something out.",feedback,382M9COHEHFOX6VKF4TNM2U43XZEUKc,9c,
4717,We need to work together on this. We can take care of the supplies. Going to our bosses would make us each look like fools.,feedback,3A0EX8ZRN8O77C35FEOMOFUWWOSBYAa,9a,
4718,"I really don't want to run this upstairs, but if we can't make a deal you're leaving me no choice. ",feedback,3A0EX8ZRN8O77C35FEOMOFUWWOSBYAb,9b,
4719,"I saw you checking out the supplies? Is there a problem? Because if there is, you should give me a crack at it first.",feedback,3A0EX8ZRN8O77C35FEOMOFUWWOSBYAc,9c,
4720,"Talking about supplies, I have all the supplies you need, so there is no need to to a superior officer and even if you want to i won't stop as at the end you will be send back to me for the supplies so please think it through and cooperate. ",feedback,3BQU611VFPK9IIG09IIAYS6FZFD99Ia,9a,
4721,"As i told you before, going to a higher officer won't solve this problem as the resources to this solution is through me, so its beneficial for both of us to comply. ",feedback,3BQU611VFPK9IIG09IIAYS6FZFD99Ib,9b,
4722,"I see you are looking at those supply containers and i am guessing they are the core to this problem so let me assure you that this thing, whatever we are doing will work as there is no way around for me.",feedback,3BQU611VFPK9IIG09IIAYS6FZFD99Ic,9c,
4723,Please work with me here. We have ample supplies. Think of how badly it would reflect on us if we had to get help from a higher ranked officer.,feedback,3C8HJ7UOP7U3VTH72PGEG2ESEH0ZMEa,9a,
4724,"I don't want to have to go to a higher ranked officer, but if we can't come to a compromise you will leave me with no other choice.",feedback,3C8HJ7UOP7U3VTH72PGEG2ESEH0ZMEb,9b,
4725,"I saw you pointing at supply containers. Are they the issue? If so, we can make it work. We have to.",feedback,3C8HJ7UOP7U3VTH72PGEG2ESEH0ZMEc,9c,
4726,"Please sir, I have plenty of supplies I just need a bit of your help. We both won't win here if I have to go to another Officer. ",feedback,3CCZ6YKWR7JQHVEO6S5TMC1DDJU59Na,9a,
4727,"Sir with all due respect, I can go to a higher ranking officer. I do not wish to, but I will do what I must.",feedback,3CCZ6YKWR7JQHVEO6S5TMC1DDJU59Nb,9b,
4728,"I noticed you pointed at those containers, sir. If this is the issue you, I can deal with it if I have to.",feedback,3CCZ6YKWR7JQHVEO6S5TMC1DDJU59Nc,9c,
4729,"While I realize you would like to have your own equipment, we have plenty of equipment available to complete the task. Wouldn't it be better to share equipment than to make ourselves look bad by being forced to go to a higher ranked officer? ",feedback,3CN4LGXD5XONMDIW0ZEZG1OQMWB4YXa,9a,
4730,I will have to go to a higher ranked officer if you can't agree to cooperate and use the equipment already available. ,feedback,3CN4LGXD5XONMDIW0ZEZG1OQMWB4YXb,9b,
4731,I noticed you pointing at containers of supplies. Is there an issue with the supplies? We can find a way to make them work. It is necessary that we do.,feedback,3CN4LGXD5XONMDIW0ZEZG1OQMWB4YXc,9c,
4732,"Commander, please, your team must help us. I do not want to go to a higher ranked official because that would make us both look bad. I have enough supplies for your team.",feedback,3DR23U6WE5E9XTGVFZ3DH682KJNETOa,9a,
4733,"If you refuse to help me, I will have to seek help from a higher ranked officer. That will make us both look bad!",feedback,3DR23U6WE5E9XTGVFZ3DH682KJNETOb,9b,
4734,"I saw you looking at those supply containers. Is that the issue? We have no choice, we have to make this work.",feedback,3DR23U6WE5E9XTGVFZ3DH682KJNETOc,9c,
4735,"i have plenty of supplies, i'm sre the colonel would dislike it if e had to wake him. we have both been in the military long enough to handle this ourselves",feedback,3EFVCAY5L39YAPAZQ239NQP7BE0J8Ra,9a,
4736,either help me or i'll go over your head and make us both look stupid. ,feedback,3EFVCAY5L39YAPAZQ239NQP7BE0J8Rb,9b,
4737,"i saw you interested in these supplies, if thats the issue i'm sure we can work that out.",feedback,3EFVCAY5L39YAPAZQ239NQP7BE0J8Rc,9c,
4738,"Please work with me here. There are enough supplies to complete the task easily, and it will look great if we just go forward working together now. It won't look good at all for either of us if I have to go to a higher ranked officer, and we'll still end up having to carry out the duties. So let's go ahead now, please.",feedback,3EICBYG644W0MS0C7EJEPCLQ15RCJWa,9a,
4739,"I don't want to have to go to a higher ranked officer because that won't be ideal for either of us. But we have to get this taken care of - there is no other choice - so if we can't compromise, I will have to go to him.",feedback,3EICBYG644W0MS0C7EJEPCLQ15RCJWb,9b,
4740,"I noticed that you were pointing at the supply containers over there. Are they the problem? If they are, I can make them work for both of us, because we have no other choice.",feedback,3EICBYG644W0MS0C7EJEPCLQ15RCJWc,9c,
4741,"Please work with us, we have plenty of supplies and we can handle this ourselves, neither one of us wants to have to go to our commanding officers with this.",feedback,3FQ5JJ512LOEOG3LEPS462FFFY1KNHa,9a,
4742,I do not want to go to a commanding officer but I will have no choice if you do not work with me.,feedback,3FQ5JJ512LOEOG3LEPS462FFFY1KNHb,9b,
4743,Are those containers of supplies you were pointing at the issue? I have to make it work and I can do it.,feedback,3FQ5JJ512LOEOG3LEPS462FFFY1KNHc,9c,
4744,"Please Officer, work with us, we have more than we need to get the job done right now, contacting a higher official will make us both look bad. ",feedback,3FTOP5WARFOGS05WVYQUUBJPSGRJ07a,9a,
4745,"I know contacting a higher official is not great, but I will do it if you give me no other choice. ",feedback,3FTOP5WARFOGS05WVYQUUBJPSGRJ07b,9b,
4746,"I noticed you pointing at the contained supplies, is that the problem you have or can you make things work out for us?",feedback,3FTOP5WARFOGS05WVYQUUBJPSGRJ07c,9c,
4747,"Please, sir, we don't need your supplies.  We have our own.  We just need your assistance.  It is beneficial to both of us if we can agree to work together.  I dont' want to go above your head.  It will make you look heartless and me look incompetent.",feedback,3GFK2QRXX9H1TRRWZ3FL0W9OBKE5WCa,9a,
4748,"I really don't want to have to go above your head and make us both look bad, but I will if I have to.  But I have to put the well-being of my entire squadron over my own personal feelings.",feedback,3GFK2QRXX9H1TRRWZ3FL0W9OBKE5WCb,9b,
4749,"I saw you pointing at those crates of supplies.  Are you worried that if you help us we will deplete them?  I told you, there is no need to worry, we have our own supplies and your help is more important.",feedback,3GFK2QRXX9H1TRRWZ3FL0W9OBKE5WCc,9c,
4750,You guys should stay.  It'd make us both look bad if you went to the Corporal.  ,feedback,3H0W84IWBK2WHE33BAYIHR7KWYVRETa,9a,
4751,"If you can't cooperate with us, I will be forced to go to the Corporal.  Although, this is not ideal. ",feedback,3H0W84IWBK2WHE33BAYIHR7KWYVRETb,9b,
4752,"Hey, I saw you motioning towards the containers.  Is there a problem with them.  We've got to make this work.",feedback,3H0W84IWBK2WHE33BAYIHR7KWYVRETc,9c,
4753,"Please help with this task.  I have enough extra supplies for you and your men, but it would reflect very poorly on us both  if we appear unable to cooperate.  If we have to go up the command chain, we both look foolish.",feedback,3HOSI13XHZOXOY6YXESE6K8VHL5DDIa,9a,
4754,"I do not wish to notify a higher ranking officer, but if we cannot reach an agreement, I will be left with no other choice.",feedback,3HOSI13XHZOXOY6YXESE6K8VHL5DDIb,9b,
4755,"I noticed you were looking at cases of supplies.  If that is the issue, I can make for us a workable solution, because really we have no other option at this time.",feedback,3HOSI13XHZOXOY6YXESE6K8VHL5DDIc,9c,
4756,Please assist us. We have plenty of provisions and if you do not carry out what you agreed to I will go to your superior officer. The optics on that always look bad.,feedback,3I02618YA06SUXKAOI9YGET8H43PUIa,9a,
4757,"Reporting to your superior officer is not what I want to do, but unless you assist, that is what I will need to do.",feedback,3I02618YA06SUXKAOI9YGET8H43PUIb,9b,
4758,"I saw you indicated something about those containers. Are those the problem? Let's do this soldier, we need to.",feedback,3I02618YA06SUXKAOI9YGET8H43PUIc,9c,
4759,Please understand that we need you. We have plenty of supplies and it would be terrible to higher ranking officials if the mission failed.,feedback,3I2PTA7R3TUZRDGDUHKLAWAKK9NQK9a,9a,
4760,"Going to your boss is not ideal, but if we cannot reach an agreement, I will not have any other choice.",feedback,3I2PTA7R3TUZRDGDUHKLAWAKK9NQK9b,9b,
4761,"I noticed you pointing to the containers of supplies. Are they the issue? We can make this work, not only because we have to, but because we need to.",feedback,3I2PTA7R3TUZRDGDUHKLAWAKK9NQK9c,9c,
4762,"Sir, I know that it would be in both of our best interest for us to work this out together, among ourselves.",feedback,3I3WADAZ9Q4TOIIU8HOBJ2W28IF5O0a,9a,
4763,I hate to do this but if you do not want to work with me then I can and I will have to go over your head.,feedback,3I3WADAZ9Q4TOIIU8HOBJ2W28IF5O0b,9b,
4764,"Is there something about the containers that bothers because if you tell me now, we can work this out. I know that we can make this work if we want to do so.",feedback,3I3WADAZ9Q4TOIIU8HOBJ2W28IF5O0c,9c,
4765,It will best for both of us if we work together. We have more than enough supplies. I really think we'd both benefit from not consulting an officer about this. ,feedback,3LPW2N6LKT2O1N2R430KI8ORQ4UU5Ta,9a,
4766,"I think we can come to a solution. If we can't, I'll have to go to my commanding officer, and that won't be good for either of us. ",feedback,3LPW2N6LKT2O1N2R430KI8ORQ4UU5Tb,9b,
4767,Are you concerned with our supplies? If there's an issue you should tell me now. I can figure something out that works for the both of us.,feedback,3LPW2N6LKT2O1N2R430KI8ORQ4UU5Tc,9c,
4768,"Sir, we could help each other. It would be in your best interest for you to work with me so we do not have to involve anyone of a higher rank.",feedback,3LUY3GC63Z0QWM8EBAGN6MFO9T1P7Ba,9a,
4769,"It is not in our best interest to bother our superiors with these issues, but if we cannot come to an agreement, it will have to be done.",feedback,3LUY3GC63Z0QWM8EBAGN6MFO9T1P7Bb,9b,
4770,"I saw you pointing at the supply containers. If they are the problem, I can do something to fix it because it's what best for both of us.",feedback,3LUY3GC63Z0QWM8EBAGN6MFO9T1P7Bc,9c,
4771,Please let us work together. If we go to a supervisor it will make us both look bad. Let us work as team for the betterment of the people.,feedback,3MTMREQS4VIYZX3DUZ6287PA3YJWADa,9a,
4772,"If we do not work together, I will need to go to your high ranking supervisor who then will come down on you. let us be a team.",feedback,3MTMREQS4VIYZX3DUZ6287PA3YJWADb,9b,
4773,"What are you pointing at? Let us work as team, and if you have any questions, please ask instead of having me go to a supervisor.",feedback,3MTMREQS4VIYZX3DUZ6287PA3YJWADc,9c,
4774,"Listen, if we work on this together we can figure out a way to get there. I have plenty of supplies and you don't have to worry about it.",feedback,3OXV7EAXLEQ0LXPMU2EON5CR9MS63Ka,9a,
4775,"This is so important that if I have to go over you and talk to your superior, I will, and there is nothing you can do to stop me.",feedback,3OXV7EAXLEQ0LXPMU2EON5CR9MS63Kb,9b,
4776,"I saw you pointing at the container supplies. Is that the real issue ?  I can assure you that I can make this work, there is no other option for me.",feedback,3OXV7EAXLEQ0LXPMU2EON5CR9MS63Kc,9c,
